2023-01-31 15:32:12.334  INFO FGCTL012202 --- [           main] c.p.PortalepsApplication                 : Starting PortalepsApplication using Java 17.0.2 on FGCTL012202 with PID 25100 (C:\Users\francesco.mergiotti\Documents\Personal\Projects\portale-pronto-soccorso-be\target\classes started by francesco.mergiotti in C:\Users\francesco.mergiotti\Documents\Personal\Projects\portale-pronto-soccorso-be)
2023-01-31 15:32:12.344  INFO FGCTL012202 --- [           main] c.p.PortalepsApplication                 : No active profile set, falling back to default profiles: default
2023-01-31 15:32:13.949  INFO FGCTL012202 --- [           main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-01-31 15:32:14.059  INFO FGCTL012202 --- [           main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 94 ms. Found 3 JPA repository interfaces.
2023-01-31 15:32:14.416  INFO FGCTL012202 --- [           main] trationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@48976e6d' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-01-31 15:32:14.421  INFO FGCTL012202 --- [           main] trationDelegate$BeanPostProcessorChecker : Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-01-31 15:32:14.983  INFO FGCTL012202 --- [           main] o.s.b.w.e.t.TomcatWebServer              : Tomcat initialized with port(s): 8080 (http)
2023-01-31 15:32:14.995  INFO FGCTL012202 --- [           main] o.a.c.h.Http11NioProtocol                : Initializing ProtocolHandler ["http-nio-8080"]
2023-01-31 15:32:14.995  INFO FGCTL012202 --- [           main] o.a.c.c.StandardService                  : Starting service [Tomcat]
2023-01-31 15:32:14.996  INFO FGCTL012202 --- [           main] o.a.c.c.StandardEngine                   : Starting Servlet engine: [Apache Tomcat/9.0.52]
2023-01-31 15:32:15.130  INFO FGCTL012202 --- [           main] o.a.c.c.C.[.[.[/]                        : Initializing Spring embedded WebApplicationContext
2023-01-31 15:32:15.131  INFO FGCTL012202 --- [           main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 2724 ms
2023-01-31 15:32:15.424  INFO FGCTL012202 --- [           main] o.h.j.i.u.LogHelper                      : HHH000204: Processing PersistenceUnitInfo [name: default]
2023-01-31 15:32:15.492  INFO FGCTL012202 --- [           main] o.h.Version                              : HHH000412: Hibernate ORM core version 5.4.32.Final
2023-01-31 15:32:15.664  INFO FGCTL012202 --- [           main] o.h.a.c.Version                          : HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2023-01-31 15:32:15.789  INFO FGCTL012202 --- [           main] c.z.h.HikariDataSource                   : HikariPool-1 - Starting...
2023-01-31 15:32:15.794  WARN FGCTL012202 --- [           main] c.z.h.u.DriverDataSource                 : Registered driver with driverClassName=com.mysql.jdbc.Driver was not found, trying direct instantiation.
2023-01-31 15:32:16.217  INFO FGCTL012202 --- [           main] c.z.h.HikariDataSource                   : HikariPool-1 - Start completed.
2023-01-31 15:32:16.243  INFO FGCTL012202 --- [           main] o.h.d.Dialect                            : HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2023-01-31 15:32:17.266  INFO FGCTL012202 --- [           main] o.h.e.t.j.p.i.JtaPlatformInitiator       : HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-01-31 15:32:17.273  INFO FGCTL012202 --- [           main] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-01-31 15:32:17.770  WARN FGCTL012202 --- [           main] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-01-31 15:32:17.805  INFO FGCTL012202 --- [           main] c.p.s.WebSecurityConfig                  : authenticationManagerBean() - start
2023-01-31 15:32:17.805  INFO FGCTL012202 --- [           main] c.p.s.WebSecurityConfig                  : authenticationManagerBean() - end
2023-01-31 15:32:17.968  INFO FGCTL012202 --- [           main] c.p.s.WebSecurityConfig                  : configure(http) - start
2023-01-31 15:32:17.972  INFO FGCTL012202 --- [           main] c.p.s.JwtTokenFilterConfigurer           : JwtTokenFilterConfigurer() - start
2023-01-31 15:32:17.973  INFO FGCTL012202 --- [           main] c.p.s.JwtTokenFilterConfigurer           : JwtTokenFilterConfigurer() - end
2023-01-31 15:32:17.973  INFO FGCTL012202 --- [           main] c.p.s.WebSecurityConfig                  : configure(http) - end
2023-01-31 15:32:17.974  INFO FGCTL012202 --- [           main] c.p.s.WebSecurityConfig                  : configure(web) - start
2023-01-31 15:32:17.974  INFO FGCTL012202 --- [           main] c.p.s.WebSecurityConfig                  : configure(http) - end
2023-01-31 15:32:17.975  INFO FGCTL012202 --- [           main] o.s.s.w.DefaultSecurityFilterChain       : Will secure Ant [pattern='/v2/api-docs'] with []
2023-01-31 15:32:17.976  INFO FGCTL012202 --- [           main] o.s.s.w.DefaultSecurityFilterChain       : Will secure Ant [pattern='/swagger-resources/**'] with []
2023-01-31 15:32:17.976  INFO FGCTL012202 --- [           main] o.s.s.w.DefaultSecurityFilterChain       : Will secure Ant [pattern='/swagger-ui.html'] with []
2023-01-31 15:32:17.976  INFO FGCTL012202 --- [           main] o.s.s.w.DefaultSecurityFilterChain       : Will secure Ant [pattern='/configuration/**'] with []
2023-01-31 15:32:17.976  INFO FGCTL012202 --- [           main] o.s.s.w.DefaultSecurityFilterChain       : Will secure Ant [pattern='/webjars/**'] with []
2023-01-31 15:32:17.976  INFO FGCTL012202 --- [           main] o.s.s.w.DefaultSecurityFilterChain       : Will secure Ant [pattern='/auth/login'] with []
2023-01-31 15:32:17.976  INFO FGCTL012202 --- [           main] o.s.s.w.DefaultSecurityFilterChain       : Will secure Ant [pattern='/h2-console/**/**'] with []
2023-01-31 15:32:18.041  INFO FGCTL012202 --- [           main] c.p.s.WebSecurityConfig                  : addCorsMappings() - start
2023-01-31 15:32:18.043  INFO FGCTL012202 --- [           main] c.p.s.WebSecurityConfig                  : addCorsMappings() - end
2023-01-31 15:32:18.188  INFO FGCTL012202 --- [           main] c.p.s.JwtTokenFilterConfigurer           : configure() - start
2023-01-31 15:32:18.190  INFO FGCTL012202 --- [           main] c.p.s.JwtTokenFilterConfigurer           : configure() - end
2023-01-31 15:32:18.190  INFO FGCTL012202 --- [           main] o.s.s.w.DefaultSecurityFilterChain       : Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@75f446df, org.springframework.security.web.context.SecurityContextPersistenceFilter@2d1f9ec3, org.springframework.security.web.header.HeaderWriterFilter@6b35b0f4, org.springframework.web.filter.CorsFilter@3751baf6, org.springframework.security.web.authentication.logout.LogoutFilter@45b2b0ed, com.portaleps.security.JwtTokenFilter@27e656e6, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2f11d889, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5354bfce, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3cfab56d, org.springframework.security.web.session.SessionManagementFilter@5bbc033f, org.springframework.security.web.access.ExceptionTranslationFilter@240f712e, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@438a65a7]
2023-01-31 15:32:18.511  INFO FGCTL012202 --- [           main] o.a.c.h.Http11NioProtocol                : Starting ProtocolHandler ["http-nio-8080"]
2023-01-31 15:32:18.539  INFO FGCTL012202 --- [           main] o.s.b.w.e.t.TomcatWebServer              : Tomcat started on port(s): 8080 (http) with context path ''
2023-01-31 15:32:18.550  INFO FGCTL012202 --- [           main] c.p.PortalepsApplication                 : Started PortalepsApplication in 6.675 seconds (JVM running for 7.513)
2023-01-31 15:32:19.351  INFO FGCTL012202 --- [           main] c.p.PortalepsApplication                 : initFolders() - start
2023-01-31 15:32:19.351  INFO FGCTL012202 --- [           main] c.p.PortalepsApplication                 : initFolders() - folders created
2023-01-31 15:32:19.352  INFO FGCTL012202 --- [           main] c.p.PortalepsApplication                 : initFolders() - end
2023-01-31 15:42:44.333  INFO FGCTL012202 --- [nio-8080-exec-1] o.a.c.c.C.[.[.[/]                        : Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-01-31 15:42:44.333  INFO FGCTL012202 --- [nio-8080-exec-1] o.s.w.s.DispatcherServlet                : Initializing Servlet 'dispatcherServlet'
2023-01-31 15:42:44.334  INFO FGCTL012202 --- [nio-8080-exec-1] o.s.w.s.DispatcherServlet                : Completed initialization in 1 ms
2023-01-31 15:42:44.423  INFO FGCTL012202 --- [nio-8080-exec-2] c.p.c.AuthController                     : login() - start
2023-01-31 15:42:44.434  INFO FGCTL012202 --- [nio-8080-exec-2] c.p.c.AuthController                     : Richieta con body [{"username":"admin","password":"admin"}]
2023-01-31 15:42:44.434  INFO FGCTL012202 --- [nio-8080-exec-2] c.p.h.UserHelper                         : login() - start
2023-01-31 15:42:44.712  INFO FGCTL012202 --- [nio-8080-exec-2] c.p.h.UserHelper                         : loadUserByUsername() - start
2023-01-31 15:42:44.714  INFO FGCTL012202 --- [nio-8080-exec-2] c.p.h.UserHelper                         : loadUserByUsername() - end
2023-01-31 15:42:45.035  INFO FGCTL012202 --- [nio-8080-exec-2] c.p.h.UserHelper                         : loadUserByToken() - start
2023-01-31 15:42:45.054  INFO FGCTL012202 --- [nio-8080-exec-2] c.p.h.UserHelper                         : loadUserByToken() - end
2023-01-31 15:42:45.054  INFO FGCTL012202 --- [nio-8080-exec-2] c.p.h.UserHelper                         : login() - end
2023-01-31 15:42:45.059  INFO FGCTL012202 --- [nio-8080-exec-2] c.p.s.UserService                        : getUserDTO() - start
2023-01-31 15:42:45.073  INFO FGCTL012202 --- [nio-8080-exec-2] c.p.s.UserService                        : toDto() - start
2023-01-31 15:42:45.073  INFO FGCTL012202 --- [nio-8080-exec-2] c.p.s.UserService                        : toDto() - end
2023-01-31 15:42:45.102  INFO FGCTL012202 --- [nio-8080-exec-2] c.p.s.ArchiveService                     : getArchivesByUser() - start
2023-01-31 15:42:45.111  INFO FGCTL012202 --- [nio-8080-exec-2] c.p.s.ArchiveService                     : getArchivesByUser() - end
2023-01-31 15:42:45.111  INFO FGCTL012202 --- [nio-8080-exec-2] c.p.c.AuthController                     : login() - login success
2023-01-31 15:42:45.111  INFO FGCTL012202 --- [nio-8080-exec-2] c.p.c.AuthController                     : login() - end
2023-01-31 15:42:45.437  INFO FGCTL012202 --- [nio-8080-exec-4] c.p.s.JwtTokenFilter                     : doFilterInternal() - start
2023-01-31 15:42:45.438  INFO FGCTL012202 --- [nio-8080-exec-4] c.p.h.UserHelper                         : loadUserByToken() - start
2023-01-31 15:42:45.438  INFO FGCTL012202 --- [nio-8080-exec-4] c.p.h.UserHelper                         : loadUserByToken() - end
2023-01-31 15:42:45.446  INFO FGCTL012202 --- [nio-8080-exec-4] c.p.c.ArchiveController                  : getMyArchives() - start
2023-01-31 15:42:45.446  INFO FGCTL012202 --- [nio-8080-exec-4] c.p.h.UserHelper                         : getCurrentUser() - start
2023-01-31 15:42:45.446  INFO FGCTL012202 --- [nio-8080-exec-4] c.p.h.UserHelper                         : getCurrentUser() - end
2023-01-31 15:42:45.449  INFO FGCTL012202 --- [nio-8080-exec-4] c.p.c.ArchiveController                  : Richieta da utente [admin]
2023-01-31 15:42:45.449  INFO FGCTL012202 --- [nio-8080-exec-4] c.p.s.ArchiveService                     : getArchivesByUser() - start
2023-01-31 15:42:45.449  INFO FGCTL012202 --- [nio-8080-exec-4] c.p.h.UserHelper                         : getCurrentUser() - start
2023-01-31 15:42:45.449  INFO FGCTL012202 --- [nio-8080-exec-4] c.p.h.UserHelper                         : getCurrentUser() - end
2023-01-31 15:42:45.451  INFO FGCTL012202 --- [nio-8080-exec-4] c.p.s.ArchiveService                     : getArchivesByUser() - end
2023-01-31 15:42:45.451  INFO FGCTL012202 --- [nio-8080-exec-4] c.p.c.ArchiveController                  : getMyArchives() - end
2023-01-31 15:42:45.460  INFO FGCTL012202 --- [nio-8080-exec-4] c.p.s.JwtTokenFilter                     : doFilterInternal() - end
2023-01-31 15:42:45.464  INFO FGCTL012202 --- [nio-8080-exec-5] c.p.s.JwtTokenFilter                     : doFilterInternal() - start
2023-01-31 15:42:45.467  INFO FGCTL012202 --- [nio-8080-exec-5] c.p.h.UserHelper                         : loadUserByToken() - start
2023-01-31 15:42:45.468  INFO FGCTL012202 --- [nio-8080-exec-5] c.p.h.UserHelper                         : loadUserByToken() - end
2023-01-31 15:42:45.469  INFO FGCTL012202 --- [nio-8080-exec-5] c.p.c.ArchiveController                  : getMyArchives() - start
2023-01-31 15:42:45.469  INFO FGCTL012202 --- [nio-8080-exec-5] c.p.h.UserHelper                         : getCurrentUser() - start
2023-01-31 15:42:45.469  INFO FGCTL012202 --- [nio-8080-exec-5] c.p.h.UserHelper                         : getCurrentUser() - end
2023-01-31 15:42:45.472  INFO FGCTL012202 --- [nio-8080-exec-5] c.p.c.ArchiveController                  : Richieta da utente [admin]
2023-01-31 15:42:45.472  INFO FGCTL012202 --- [nio-8080-exec-5] c.p.s.ArchiveService                     : getArchivesByUser() - start
2023-01-31 15:42:45.472  INFO FGCTL012202 --- [nio-8080-exec-5] c.p.h.UserHelper                         : getCurrentUser() - start
2023-01-31 15:42:45.472  INFO FGCTL012202 --- [nio-8080-exec-5] c.p.h.UserHelper                         : getCurrentUser() - end
2023-01-31 15:42:45.476  INFO FGCTL012202 --- [nio-8080-exec-5] c.p.s.ArchiveService                     : getArchivesByUser() - end
2023-01-31 15:42:45.476  INFO FGCTL012202 --- [nio-8080-exec-5] c.p.c.ArchiveController                  : getMyArchives() - end
2023-01-31 15:42:45.478  INFO FGCTL012202 --- [nio-8080-exec-5] c.p.s.JwtTokenFilter                     : doFilterInternal() - end
2023-01-31 15:44:37.516  INFO FGCTL012202 --- [nio-8080-exec-8] c.p.s.JwtTokenFilter                     : doFilterInternal() - start
2023-01-31 15:44:37.517  INFO FGCTL012202 --- [nio-8080-exec-8] c.p.h.UserHelper                         : loadUserByToken() - start
2023-01-31 15:44:37.518  INFO FGCTL012202 --- [nio-8080-exec-8] c.p.h.UserHelper                         : loadUserByToken() - end
2023-01-31 15:44:37.519  INFO FGCTL012202 --- [nio-8080-exec-8] c.p.c.ArchiveController                  : getMyArchives() - start
2023-01-31 15:44:37.520  INFO FGCTL012202 --- [nio-8080-exec-8] c.p.h.UserHelper                         : getCurrentUser() - start
2023-01-31 15:44:37.520  INFO FGCTL012202 --- [nio-8080-exec-8] c.p.h.UserHelper                         : getCurrentUser() - end
2023-01-31 15:44:37.528  INFO FGCTL012202 --- [nio-8080-exec-8] c.p.c.ArchiveController                  : Richieta da utente [admin]
2023-01-31 15:44:37.528  INFO FGCTL012202 --- [nio-8080-exec-8] c.p.s.ArchiveService                     : getArchivesByUser() - start
2023-01-31 15:44:37.528  INFO FGCTL012202 --- [nio-8080-exec-8] c.p.h.UserHelper                         : getCurrentUser() - start
2023-01-31 15:44:37.528  INFO FGCTL012202 --- [nio-8080-exec-8] c.p.h.UserHelper                         : getCurrentUser() - end
2023-01-31 15:44:37.530  INFO FGCTL012202 --- [nio-8080-exec-8] c.p.s.ArchiveService                     : getArchivesByUser() - end
2023-01-31 15:44:37.531  INFO FGCTL012202 --- [nio-8080-exec-8] c.p.c.ArchiveController                  : getMyArchives() - end
2023-01-31 15:44:37.532  INFO FGCTL012202 --- [nio-8080-exec-8] c.p.s.JwtTokenFilter                     : doFilterInternal() - end
2023-01-31 15:44:37.548  INFO FGCTL012202 --- [nio-8080-exec-9] c.p.s.JwtTokenFilter                     : doFilterInternal() - start
2023-01-31 15:44:37.549  INFO FGCTL012202 --- [nio-8080-exec-9] c.p.h.UserHelper                         : loadUserByToken() - start
2023-01-31 15:44:37.550  INFO FGCTL012202 --- [nio-8080-exec-9] c.p.h.UserHelper                         : loadUserByToken() - end
2023-01-31 15:44:37.552  INFO FGCTL012202 --- [nio-8080-exec-9] c.p.c.ArchiveController                  : getMyArchives() - start
2023-01-31 15:44:37.552  INFO FGCTL012202 --- [nio-8080-exec-9] c.p.h.UserHelper                         : getCurrentUser() - start
2023-01-31 15:44:37.552  INFO FGCTL012202 --- [nio-8080-exec-9] c.p.h.UserHelper                         : getCurrentUser() - end
2023-01-31 15:44:37.555  INFO FGCTL012202 --- [nio-8080-exec-9] c.p.c.ArchiveController                  : Richieta da utente [admin]
2023-01-31 15:44:37.555  INFO FGCTL012202 --- [nio-8080-exec-9] c.p.s.ArchiveService                     : getArchivesByUser() - start
2023-01-31 15:44:37.555  INFO FGCTL012202 --- [nio-8080-exec-9] c.p.h.UserHelper                         : getCurrentUser() - start
2023-01-31 15:44:37.555  INFO FGCTL012202 --- [nio-8080-exec-9] c.p.h.UserHelper                         : getCurrentUser() - end
